Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/AdministrableProductDefinition-ap-e2464a7d3d627b9df9bef5bc3b263fb4.json	1541	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-ap-e3e5e78d4e002ed9e15b925cd546e20b.json	1594	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-ap-e762a2f54b0b24fca4744b1bb7524a5b.json	1549	3	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-ap-f017cc40b97c30d177960a4c63431139.json	1537	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage0014.json	3939	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage003-1537998405.json	2545	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage003.json	5242	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage004-124372563.json	3660	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage004.json	3650	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage006-1085115419.json	7293	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage006.json	7058	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	5	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage007-1887834135.json	9589	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage007.json	9578	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage008-1358253692.json	4829	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage008.json	4818	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage010-240412440.json	4868	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage010.json	4930	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage012-1035983834.json	3953	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage012-251481591.json	3952	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage012a.json	3803	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage012b.json	3803	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage013-244659630.json	9676	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage013.json	9666	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage014-39753133.json	3947	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binaryimage016-646543884.json	26248	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	4	0	0	0	0	0	0	0
fsh-generated/resources/Binary-binarypfizerlogo.json	13704	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	3	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-Processedbundlekarvea.json	83290	90	0	0	0	0	0	0	3	259	0	0	0	0	0	0	0	1	0	0	315	182	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundle-processed-pt-2d49ae46735143c1323423b7aea24165.json	84625	72	0	0	0	0	0	0	5	118	0	0	0	0	0	0	0	0	0	0	316	161	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlePersonalizedPlTalzenna.json	43070	41	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	122	51	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlejpicarbamazepine200.json	62260	77	0	0	0	0	0	0	3	267	0	0	0	0	0	0	0	1	0	0	139	90	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundlejpiherceptin150.json	108808	147	0	0	0	0	0	0	5	68	0	0	0	0	0	0	0	1	0	0	288	184	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlejpisimvastatin20.json	81862	140	1	0	0	0	0	0	3	27	0	0	0	0	0	0	0	0	0	0	171	115	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundlepackageleaflet-378d610f9c96d541562699215b0864126.json	25860	19	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	75	28	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-379d610f9c96d541562699215b0864127.json	32472	18	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	72	26	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-040bd687344f34655b854f4b67248074.json	46286	32	0	0	0	0	0	0	2	31	0	0	0	0	0	0	0	1	0	0	155	61	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-04c9bd6fb89d38b2d83eced2460c4dc1.json	53538	45	0	0	0	0	0	0	2	121	0	0	0	0	0	0	0	0	0	0	208	98	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-099a3acb71546da204143d1e24e3180b.json	32089	32	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	117	62	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-0ea7cb60ce178124a5eca40942ba8f42.json	57242	60	0	0	0	0	0	0	2	112	0	0	0	0	0	0	0	1	0	0	202	128	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-1c7aee423a757a868580dc7fca4c9316.json	29173	28	1	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	101	44	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundlepackageleaflet-en-29436a85dac3ea374adb3fa64cfd2578.json	75972	39	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	233	69	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-3063ae54c8b95c21a8b236c970f9eb21.json	29021	31	0	0	0	0	0	0	2	25	0	0	0	0	0	0	0	0	0	0	103	52	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-31887cbcd4c018e35f958e5f8547dd66.json	58307	44	0	0	0	0	0	0	1	190	0	0	0	0	0	0	0	1	0	0	210	89	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-37d610f9c96d541562699215b0864126.json	47455	37	0	0	0	0	1	0	2	95	0	0	0	0	0	0	0	0	0	0	171	72	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-38fbd67f0d3e64f32230141d1621df57.json	92492	37	0	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	269	63	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-3a3583227b4c5b0887f1e0d38269b469.json	60648	40	0	0	0	0	0	0	2	26	0	0	0	0	0	0	0	0	0	0	211	81	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundlepackageleaflet-en-49bbaf88ca82da246f516eabbf90d54e.json	30669	28	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	109	31	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-534e209eb0a3ff60437639cb2015316f.json	30544	31	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	1	0	0	112	40	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-635d47ee543a5a9e15fcd321ee5fe6bb.json	55982	46	1	0	0	0	0	0	3	102	0	0	0	0	0	0	0	0	0	0	216	95	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-6c3578f2cd9caac2a99f7a9278744cce.json	30123	30	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	108	45	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-87263ad77afb6e39aa59e421ea0b6b37.json	47290	35	0	0	0	0	0	0	1	96	0	0	0	0	0	0	0	0	0	0	166	67	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-94a96e39cfdcd8b378d12dd4063065f9.json	57868	40	0	0	0	0	0	0	2	30	0	0	0	0	0	0	0	1	0	0	245	57	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundlepackageleaflet-en-9e0b95f2943e17e9a39046404c6cce71.json	46222	35	0	0	0	0	0	0	2	28	0	0	0	0	0	0	0	0	0	0	171	58	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-af8224f8c853d17daf5ea6782cb5a097.json	43163	33	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	161	63	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-b5a6ac2496348cb06663deb81c55cb37.json	27539	24	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	101	28	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-c29ba23bb04c16ab758f150fe41d6513.json	68284	36	0	0	0	0	0	0	2	95	0	0	0	0	0	0	0	1	0	0	264	46	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-dbd5a91e4cf6998bdbd8827ab1854e65.json	58350	36	1	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	194	56	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-dcaa4d32aa6658a8df831551503e52ee.json	74175	57	0	0	0	0	0	0	2	56	0	0	0	0	0	0	0	0	0	0	278	89	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundlepackageleaflet-en-e2464a7d3d627b9df9bef5bc3b263fb4.json	74563	88	0	0	0	0	0	0	1	120	0	0	0	0	0	0	0	1	0	0	270	69	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-en-f2c90821a14dbdb924eb4be01de36427.json	31795	42	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	117	41	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-es-04c9bd6fb89d38b2d83eced2460c4dc1.json	89753	62	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	296	91	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-es-925dad38f0afbba36223a82b3a766438.json	59120	63	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	222	93	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-es-94a96e39cfdcd8b378d12dd4063065f9.json	136032	62	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	391	79	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundlepackageleaflet-es-dcaa4d32aa6658a8df831551503e52ee.json	155836	72	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	481	209	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-es-f98744933a164dfc1d0bf89825ebfca1.json	48602	40	1	0	0	0	0	0	1	30	0	0	0	0	0	0	0	1	0	0	180	55	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-pt-94a96e39cfdcd8b378d12dd4063065f9.json	60462	39	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	211	55	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-pt-dcaa4d32aa6658a8df831551503e52ee.json	75583	57	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	282	139	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleaflet-talzenna1and025.json	118434	105	0	0	0	0	0	0	2	89	0	0	0	0	0	0	0	1	0	0	455	174	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundlepackageleaflet-xeljanz.json	1364164	151	0	0	0	0	0	0	1	109	0	0	0	0	0	0	0	1	0	0	3482	251	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundlepackageleafletxyntha.json	101783	23	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	265	21	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundleprocessed-es-b44cce291e466626afa836fffe72c350.json	143620	55	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	422	83	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-bundleprocessed-pt-b44cce291e466626afa836fffe72c350.json	69078	47	1	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	268	61	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-bundleproductmonographxyntha.json	174732	20	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	445	32	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enchanced-bundledovato-en.json	61064	42	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	1	0	0	212	74	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enchanced-bundledovato-es.json	42479	38	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	164	50	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enchanced-bundledovato-pedro-en.json	61079	43	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	0	0	0	214	57	0	0	0	1	0	0	0
fsh-generated/resources/Bundle-enchanced-bundledovato-pedro-es.json	42485	38	1	0	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	0	167	77	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-enhanced-bundlebik-alicia.json	62857	42	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	0	213	49	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enhanced-bundlebik-pedro.json	62828	43	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	212	49	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enhanced-bundleflucelvax-alicia.json	81880	46	0	0	0	0	0	0	1	67	0	0	0	0	0	0	0	1	0	0	275	55	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enhanced-bundleflucelvax-pedro.json	81877	45	1	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	275	56	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enhanced-bundlehypericum-alicia.json	76706	61	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	235	42	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-enhanced-bundlehypericum-pedro.json	76707	36	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	235	40	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enhanced-bundlekarveacalcium-alicia.json	62011	47	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	1	0	0	229	60	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enhanced-bundlekarveacalcium-pedro.json	62011	47	1	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	229	63	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enhancedbundlekarvea-alicia.json	83363	64	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	0	311	87	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-enhancedbundlekarveaP.json	83357	74	0	0	0	0	0	0	1	58	0	0	0	0	0	0	0	1	0	0	312	89	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-enhancedddbundlekarvea.json	83516	64	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	0	312	83	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-pedro-dimension-collection.json	5921	9	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	32	8	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-persona-dimension-collection.json	3120	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	5	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-processedbundledovato-en.json	61021	42	0	0	0	0	0	0	2	42	0	0	0	0	0	0	0	1	0	0	212	49	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-processedbundledovato-es.json	64516	44	1	0	0	0	0	0	1	42	0	0	0	0	0	0	0	0	0	0	220	50	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-processedbundleflucelvax.json	54202	43	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	207	52	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-processedbundleflucelvaxES.json	91979	48	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	1	0	0	302	57	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-processedbundlehypericum.json	76703	37	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	234	40	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-processedbundlekarveabik.json	66338	46	1	0	0	0	1	0	1	36	0	0	0	0	0	0	0	0	0	0	231	55	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-processedbundlekarveacalcium.json	61478	87	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	1	0	0	229	66	0	0	0	0	0	0	0
fsh-generated/resources/CapabilityStatement-capabilityStatement.json	3175	9	0	0	1	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	36	30	0	0	0	0	1	0	0
fsh-generated/resources/ClinicalUseDefinition-83f4a22f-9e5e-4941-9fdb-339a0f1f2055.json	832	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalUseDefinition-cud-42659cd40ce761bcf6d15bd28423e45f.json	813	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalUseDefinition-cud-4fce9d5258f70f7d605059f97c24efa8.json	708	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalUseDefinition-cud-585e364c14debe29f6c6b564138aa400.json	668	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalUseDefinition-cud-7b1263be67675b61a6b6e6f0a5c35389.json	856	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalUseDefinition-cud-a40c2367ed3c1c715eacd432105752a0.json	691	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0
fsh-generated/resources/ClinicalUseDefinition-cud-d79af6e660f456c6c7091803d6bd1a92.json	814	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-epicategory-cs.json	626	3	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	1065	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-icpc-2-cs.json	2899	7	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	20	98	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-pd-category-cs.json	368	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	7	35	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-pd-type-cs.json	933	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	11	41	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-questi-dimens-cs.json	1837	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	16	46	0	0	0	0	0	0	0
fsh-generated/resources/Composition-carbamazepine200jpi.json	37653	77	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	70	30	0	0	0	0	0	0	0
fsh-generated/resources/Composition-composition-en-01eaaf0a81574efda98a52449788e7a2.json	8005	14	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	22	9	0	0	0	0	0	0	0
